rule_level,rule_id_encoded,rule_firedtimes,has_mitre,mitre_tactic_count,rule_freq_5min,distinct_srcip_5min,hour_of_day,is_weekend,has_sqli_pattern,sqli_keyword_count,has_cve_pattern,cve_count,is_low_signal,group_attack,group_sshd,group_web,group_firewall,group_authentication_failed,group_authentication_failures,group_syscheck,group_malware,group_recon,group_sql_injection,group_sqli,group_mssql,group_mysql,group_postgresql,group_database,group_vulnerability-detector,group_dos,group_ddos,_meta_rule_id,_meta_rule_description,_meta_agent_name,_meta_srcip,_meta_dstip,label,category
3,651,10,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,5,1,2,5,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,6,1,2,6,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,11,0,0,11,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,12,0,0,12,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,13,0,0,13,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,14,0,0,14,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,7,1,2,7,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,8,1,2,8,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,15,0,0,15,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,16,0,0,16,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,17,0,0,17,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,18,0,0,18,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,10,1,2,7,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,9,1,2,8,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,19,0,0,13,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,20,0,0,14,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,21,0,0,15,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,22,0,0,16,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,12,1,2,9,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,11,1,2,10,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,23,0,0,17,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,24,0,0,18,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,25,0,0,19,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,26,0,0,20,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,13,1,2,12,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,14,1,2,11,2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,27,0,0,21,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,28,0,0,22,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,29,0,0,23,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,30,0,0,24,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,652,2,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,Host Unblocked by firewall-drop Active Response,xxx,,,0,other
5,5710,15,1,2,13,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,16,1,2,14,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,31,0,0,25,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,32,0,0,26,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,33,0,0,27,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,34,0,0,28,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,652,3,0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,Host Unblocked by firewall-drop Active Response,xxx,,,0,other
5,5710,17,1,2,15,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,18,1,2,16,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,35,0,0,29,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,36,0,0,30,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,37,0,0,31,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,38,0,0,32,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,20,1,2,17,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,19,1,2,18,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,39,0,0,33,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,40,0,0,34,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,41,0,0,35,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,42,0,0,36,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,21,1,2,17,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,22,1,2,18,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,43,0,0,33,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,44,0,0,34,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,45,0,0,35,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,46,0,0,36,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,31101,3,0,0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31101,Web server 400 error code.,xxx,162.142.125.46,,1,web
3,651,47,0,0,37,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,,,0,other
5,5710,23,1,2,17,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,24,1,2,18,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,48,0,0,34,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,49,0,0,35,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,50,0,0,36,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,51,0,0,37,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,31101,4,0,0,2,1,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31101,Web server 400 error code.,xxx,162.142.125.46,,1,web
3,651,52,0,0,38,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,,,0,other
5,5710,26,1,2,18,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,25,1,2,17,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,53,0,0,35,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,54,0,0,36,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,55,0,0,37,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,56,0,0,38,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,27,1,2,19,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,2.57.122.196,,1,bruteforce
3,651,57,0,0,39,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,2.57.122.196,,0,other
3,651,58,0,0,40,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,2.57.122.196,,0,other
5,5710,28,1,2,18,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,29,1,2,19,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,59,0,0,37,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,60,0,0,38,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,61,0,0,39,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,62,0,0,40,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,30,1,2,20,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,31,1,2,21,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,63,0,0,41,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,64,0,0,42,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,65,0,0,43,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,66,0,0,44,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,32,1,2,22,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,33,1,2,23,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,67,0,0,45,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,68,0,0,46,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,69,0,0,47,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,70,0,0,48,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,31101,5,0,0,3,2,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31101,Web server 400 error code.,xxx,196.251.66.5,,1,web
3,651,71,0,0,49,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,,,0,other
3,652,4,0,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,Host Unblocked by firewall-drop Active Response,xxx,,,0,other
5,5710,34,1,2,20,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,35,1,2,21,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,72,0,0,42,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,73,0,0,43,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,74,0,0,44,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,75,0,0,45,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,36,1,2,20,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,37,1,2,21,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,76,0,0,42,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,77,0,0,43,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,78,0,0,44,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,79,0,0,45,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
